epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
31,74.918,0.79878,0.93953,0.00673,0.5478,0.54837,0.56461,0.35907,1.40963,1.55855,0.00518,0.000975773,0.000975773,0.000975773
32,77.2428,0.91568,0.96476,0.00743,0.65987,0.48792,0.58793,0.36651,1.41819,1.55364,0.00527,0.000974145,0.000974145,0.000974145
33,79.5734,0.85979,0.97545,0.0071,0.63281,0.52063,0.5607,0.35728,1.39116,1.52995,0.0051,0.000972466,0.000972466,0.000972466
34,81.9227,0.80921,0.90717,0.00684,0.66596,0.55862,0.59629,0.37796,1.4273,1.49476,0.0052,0.000970736,0.000970736,0.000970736
35,84.2767,0.80229,0.93036,0.00639,0.65599,0.58702,0.59558,0.39601,1.37663,1.41753,0.0048,0.000968955,0.000968955,0.000968955
36,86.6585,0.78202,0.85231,0.00668,0.65863,0.5767,0.58751,0.3916,1.38347,1.40842,0.00488,0.000967122,0.000967122,0.000967122
37,89.0468,0.74777,0.81929,0.00588,0.67672,0.58982,0.59426,0.3774,1.39878,1.43217,0.00522,0.000965239,0.000965239,0.000965239
38,91.3845,0.83663,0.92087,0.00613,0.64832,0.5663,0.58603,0.36629,1.38434,1.40861,0.00518,0.000963306,0.000963306,0.000963306
39,93.7859,0.81057,0.87424,0.00668,0.65231,0.57306,0.5689,0.35679,1.40222,1.3923,0.00514,0.000961322,0.000961322,0.000961322
40,96.1147,0.7409,0.85221,0.00659,0.66539,0.55492,0.55424,0.34658,1.40222,1.40372,0.00518,0.000959289,0.000959289,0.000959289
41,98.4987,0.81253,0.88514,0.00696,0.63839,0.52441,0.56644,0.34687,1.43638,1.43014,0.00549,0.000957205,0.000957205,0.000957205
42,100.839,0.76487,0.86267,0.00622,0.74748,0.51998,0.58759,0.36815,1.40737,1.39182,0.00538,0.000955072,0.000955072,0.000955072
43,103.142,0.73637,0.85636,0.00604,0.67787,0.5563,0.6142,0.38132,1.45684,1.32242,0.00558,0.000952889,0.000952889,0.000952889
44,105.489,0.84967,0.86811,0.00665,0.71675,0.53706,0.61268,0.3745,1.46931,1.30735,0.00558,0.000950658,0.000950658,0.000950658
45,107.797,0.78154,0.83905,0.00661,0.73198,0.55909,0.6529,0.37526,1.44093,1.22471,0.00533,0.000948377,0.000948377,0.000948377
46,110.148,0.73662,0.79886,0.00589,0.74116,0.55541,0.64953,0.40943,1.40154,1.19741,0.0051,0.000946048,0.000946048,0.000946048
47,112.518,0.84511,0.88726,0.00677,0.75308,0.50666,0.62137,0.38711,1.45304,1.17453,0.00538,0.000943671,0.000943671,0.000943671
48,114.898,0.72114,0.72813,0.00623,0.77389,0.51994,0.62863,0.38977,1.45733,1.18097,0.0055,0.000941245,0.000941245,0.000941245
49,117.271,0.84203,0.94725,0.00726,0.79951,0.51771,0.64359,0.38953,1.42943,1.17937,0.00552,0.000938772,0.000938772,0.000938772
50,119.607,0.72398,0.77135,0.00575,0.69655,0.51225,0.60629,0.37295,1.42421,1.284,0.00534,0.000936251,0.000936251,0.000936251
51,122.09,0.67388,0.71575,0.00506,0.6637,0.55301,0.65807,0.38219,1.40743,1.29248,0.00521,0.000933683,0.000933683,0.000933683
52,124.38,0.74264,0.79113,0.00568,0.7169,0.52241,0.6329,0.37014,1.39851,1.29301,0.00511,0.000931067,0.000931067,0.000931067
53,126.648,0.75172,0.75761,0.00599,0.73179,0.5071,0.61602,0.35165,1.4293,1.3478,0.00535,0.000928405,0.000928405,0.000928405
54,128.939,0.75428,0.81584,0.00579,0.70375,0.49757,0.61244,0.35074,1.49969,1.41091,0.00587,0.000925697,0.000925697,0.000925697
55,131.271,0.75764,0.7341,0.00566,0.7462,0.52557,0.64454,0.35866,1.51355,1.49591,0.00599,0.000922942,0.000922942,0.000922942
56,133.691,0.69663,0.70023,0.00539,0.78801,0.51495,0.64421,0.35474,1.49879,1.48596,0.00588,0.000920142,0.000920142,0.000920142
57,136.085,0.75543,0.76038,0.00647,0.6164,0.56969,0.61209,0.36608,1.5011,1.4546,0.00569,0.000917296,0.000917296,0.000917296
58,138.472,0.76227,0.72401,0.00591,0.66486,0.613,0.61736,0.39798,1.43864,1.33945,0.0052,0.000914405,0.000914405,0.000914405
59,140.79,0.70513,0.68886,0.00515,0.65865,0.60314,0.5776,0.39969,1.40292,1.26056,0.00495,0.000911469,0.000911469,0.000911469
60,143.104,0.69496,0.71189,0.00517,0.7779,0.49828,0.58458,0.41643,1.37407,1.2475,0.00475,0.000908488,0.000908488,0.000908488
61,145.545,0.71653,0.713,0.00549,0.70456,0.53739,0.5778,0.42123,1.39989,1.24355,0.0048,0.000905463,0.000905463,0.000905463
62,147.879,0.73332,0.7293,0.00585,0.6245,0.51289,0.55178,0.40489,1.43461,1.29677,0.00493,0.000902395,0.000902395,0.000902395
63,150.212,0.75164,0.74588,0.00608,0.71462,0.49169,0.55569,0.41255,1.43549,1.33686,0.00493,0.000899282,0.000899282,0.000899282
64,152.505,0.73228,0.67695,0.00571,0.7845,0.49281,0.56979,0.41715,1.43788,1.33353,0.00502,0.000896127,0.000896127,0.000896127
65,154.782,0.69322,0.68235,0.0056,0.71047,0.52417,0.61154,0.44108,1.42209,1.29494,0.00488,0.000892928,0.000892928,0.000892928
66,157.244,0.69854,0.71288,0.00534,0.60981,0.61765,0.62012,0.44879,1.3866,1.22066,0.00483,0.000889687,0.000889687,0.000889687
67,159.622,0.76682,0.76797,0.00633,0.69972,0.64055,0.64098,0.44932,1.45727,1.21336,0.00536,0.000886404,0.000886404,0.000886404
68,161.987,0.72643,0.6684,0.00579,0.72434,0.63188,0.64715,0.42853,1.50292,1.25898,0.00554,0.000883079,0.000883079,0.000883079
69,164.346,0.72093,0.69545,0.00604,0.72647,0.62828,0.62665,0.42509,1.52111,1.30397,0.00545,0.000879713,0.000879713,0.000879713
70,166.781,0.72998,0.65758,0.00634,0.73372,0.55699,0.59247,0.39832,1.53721,1.33935,0.0056,0.000876305,0.000876305,0.000876305
71,169.229,0.72551,0.68576,0.00619,0.6832,0.56551,0.59909,0.4175,1.53222,1.36097,0.00555,0.000872857,0.000872857,0.000872857
72,171.547,0.72465,0.6916,0.00575,0.71037,0.58517,0.6031,0.42608,1.52465,1.36605,0.00555,0.000869368,0.000869368,0.000869368
73,173.837,0.6587,0.54689,0.00478,0.7641,0.51225,0.63227,0.43703,1.53075,1.33465,0.00554,0.000865839,0.000865839,0.000865839
74,176.147,0.71296,0.60967,0.00575,0.71702,0.60872,0.66891,0.45594,1.49994,1.28643,0.00541,0.000862271,0.000862271,0.000862271
75,178.46,0.70292,0.63242,0.00559,0.71221,0.60975,0.66879,0.43457,1.48812,1.30359,0.00536,0.000858664,0.000858664,0.000858664
76,180.796,0.70765,0.60135,0.00562,0.78554,0.6271,0.67428,0.42787,1.50325,1.3365,0.00549,0.000855018,0.000855018,0.000855018
77,183.264,0.70109,0.60841,0.00518,0.78886,0.60593,0.67542,0.41941,1.52428,1.41175,0.00567,0.000851333,0.000851333,0.000851333
78,185.669,0.75387,0.68721,0.0061,0.75754,0.61278,0.66499,0.40606,1.48783,1.45723,0.00566,0.000847611,0.000847611,0.000847611
79,188.02,0.69902,0.61074,0.00536,0.79289,0.60926,0.68958,0.45451,1.46993,1.3953,0.00518,0.000843851,0.000843851,0.000843851
80,190.462,0.66327,0.58482,0.005,0.79185,0.58702,0.6745,0.4519,1.43354,1.36833,0.00489,0.000840054,0.000840054,0.000840054
81,192.816,0.62964,0.53629,0.0048,0.58332,0.58982,0.62414,0.43266,1.41703,1.3716,0.00478,0.00083622,0.00083622,0.00083622
82,195.307,0.6484,0.58128,0.00484,0.59473,0.64079,0.58808,0.42714,1.43247,1.44654,0.00488,0.000832349,0.000832349,0.000832349
83,197.702,0.64618,0.54151,0.00487,0.69106,0.55057,0.59951,0.4349,1.47075,1.44519,0.00504,0.000828443,0.000828443,0.000828443
84,200.174,0.63769,0.53988,0.00482,0.62737,0.55694,0.59122,0.41034,1.48173,1.4331,0.00507,0.000824502,0.000824502,0.000824502
85,202.621,0.69061,0.52293,0.00552,0.6364,0.56292,0.58852,0.39091,1.52563,1.44652,0.00521,0.000820525,0.000820525,0.000820525
86,205.147,0.68503,0.53107,0.00521,0.83424,0.46021,0.61549,0.38292,1.58542,1.52209,0.00566,0.000816514,0.000816514,0.000816514
87,207.484,0.61528,0.48862,0.00468,0.77128,0.46541,0.605,0.39932,1.57705,1.46309,0.00555,0.000812468,0.000812468,0.000812468
88,209.889,0.64884,0.52662,0.00499,0.77348,0.45784,0.60656,0.40724,1.57405,1.45158,0.00547,0.000808389,0.000808389,0.000808389
89,212.211,0.6843,0.55644,0.00615,0.84321,0.44525,0.60711,0.40884,1.5832,1.42965,0.00558,0.000804277,0.000804277,0.000804277
90,214.588,0.62545,0.49641,0.00472,0.79617,0.45144,0.60705,0.39859,1.61587,1.52311,0.00592,0.000800131,0.000800131,0.000800131
91,217.005,0.64796,0.5045,0.00451,0.79081,0.45655,0.62767,0.38199,1.62982,1.52561,0.00615,0.000795954,0.000795954,0.000795954
92,219.296,0.60488,0.48293,0.00462,0.77323,0.48298,0.63527,0.38305,1.61809,1.49433,0.00615,0.000791744,0.000791744,0.000791744
93,221.606,0.69848,0.56051,0.00522,0.62564,0.55135,0.62963,0.36989,1.59479,1.31283,0.006,0.000787503,0.000787503,0.000787503
94,223.95,0.59813,0.4656,0.00435,0.87808,0.47379,0.63919,0.37256,1.5552,1.2673,0.00585,0.000783231,0.000783231,0.000783231
95,226.273,0.60872,0.48423,0.00474,0.67016,0.58167,0.62645,0.34982,1.52147,1.21743,0.00553,0.000778929,0.000778929,0.000778929
96,228.67,0.71763,0.58331,0.00596,0.71688,0.5535,0.63997,0.35868,1.48331,1.21989,0.00538,0.000774596,0.000774596,0.000774596
97,231.025,0.68988,0.51015,0.00562,0.61655,0.62461,0.634,0.38627,1.45921,1.22102,0.00515,0.000770234,0.000770234,0.000770234
98,233.489,0.66307,0.53959,0.0051,0.74133,0.5752,0.63044,0.39836,1.44911,1.2231,0.00512,0.000765843,0.000765843,0.000765843
99,235.844,0.60654,0.45896,0.0042,0.64864,0.6171,0.61937,0.41195,1.47721,1.27158,0.00524,0.000761423,0.000761423,0.000761423
100,238.132,0.64282,0.49388,0.00471,0.63523,0.61088,0.61953,0.41717,1.49024,1.28441,0.00532,0.000756976,0.000756976,0.000756976
101,240.548,0.63274,0.49586,0.00451,0.75775,0.5175,0.60722,0.39475,1.49374,1.3095,0.00533,0.0007525,0.0007525,0.0007525
102,242.898,0.63439,0.47439,0.00457,0.69921,0.52342,0.58419,0.38808,1.47561,1.28584,0.00512,0.000747997,0.000747997,0.000747997
103,245.204,0.63716,0.4698,0.00482,0.6395,0.54332,0.59894,0.42558,1.48247,1.30125,0.00507,0.000743468,0.000743468,0.000743468
104,247.5,0.60392,0.44843,0.0044,0.63487,0.5737,0.59388,0.43283,1.47063,1.31673,0.00488,0.000738913,0.000738913,0.000738913
105,249.944,0.57793,0.40442,0.00407,0.65262,0.54169,0.59427,0.42982,1.45511,1.33224,0.00488,0.000734332,0.000734332,0.000734332
106,252.434,0.64358,0.47906,0.00476,0.61132,0.57525,0.61555,0.44855,1.45379,1.28794,0.00509,0.000729725,0.000729725,0.000729725
107,254.841,0.62497,0.46106,0.00486,0.72668,0.57767,0.63793,0.44572,1.48944,1.25839,0.00527,0.000725094,0.000725094,0.000725094
108,257.215,0.6621,0.52013,0.00503,0.72422,0.58118,0.62336,0.43514,1.4851,1.28118,0.00521,0.000720439,0.000720439,0.000720439
109,259.631,0.58309,0.43246,0.0043,0.72341,0.55909,0.62595,0.43618,1.51552,1.27488,0.00537,0.000715761,0.000715761,0.000715761
110,262.021,0.58175,0.41304,0.00456,0.79361,0.54816,0.62054,0.4216,1.50947,1.23618,0.00537,0.000711059,0.000711059,0.000711059
111,264.492,0.63109,0.44163,0.00442,0.78407,0.5491,0.60475,0.4165,1.47335,1.18381,0.00517,0.000706335,0.000706335,0.000706335
112,266.835,0.58071,0.39997,0.00437,0.68438,0.59261,0.59891,0.41637,1.46913,1.14548,0.00512,0.000701588,0.000701588,0.000701588
113,269.154,0.63287,0.44671,0.0052,0.78117,0.60306,0.63064,0.4348,1.48102,1.13802,0.00528,0.00069682,0.00069682,0.00069682
114,271.499,0.63187,0.46577,0.00495,0.81079,0.59866,0.62875,0.43208,1.50862,1.18918,0.0053,0.000692031,0.000692031,0.000692031
115,274.001,0.57201,0.43215,0.00465,0.73989,0.61431,0.63997,0.44762,1.51659,1.18373,0.00539,0.000687222,0.000687222,0.000687222
116,276.53,0.63559,0.44747,0.00442,0.7858,0.63717,0.66873,0.48722,1.47339,1.17962,0.0052,0.000682392,0.000682392,0.000682392
117,279.018,0.55072,0.37682,0.00399,0.83351,0.6319,0.6966,0.50316,1.45005,1.14546,0.00508,0.000677543,0.000677543,0.000677543
118,281.503,0.61185,0.46653,0.00448,0.85544,0.69058,0.72083,0.48477,1.46764,1.15449,0.00518,0.000672675,0.000672675,0.000672675
119,283.842,0.62525,0.42942,0.00447,0.73737,0.67444,0.67582,0.47003,1.48225,1.16709,0.00527,0.000667789,0.000667789,0.000667789
120,286.237,0.60227,0.4023,0.00445,0.72709,0.6807,0.67319,0.45908,1.47589,1.14437,0.00522,0.000662885,0.000662885,0.000662885
121,288.55,0.60276,0.42804,0.00458,0.75567,0.66211,0.70201,0.4711,1.48352,1.12385,0.00533,0.000657963,0.000657963,0.000657963
122,290.88,0.59613,0.41393,0.00422,0.78479,0.65962,0.7408,0.48524,1.47275,1.11653,0.0053,0.000653025,0.000653025,0.000653025
123,293.2,0.53798,0.38899,0.00369,0.78143,0.62269,0.70742,0.47509,1.44254,1.14707,0.00513,0.000648071,0.000648071,0.000648071
124,295.501,0.57147,0.38729,0.00471,0.79743,0.61496,0.70482,0.47706,1.44959,1.14329,0.00518,0.000643101,0.000643101,0.000643101
125,297.829,0.57543,0.39694,0.00396,0.69991,0.59172,0.6441,0.43797,1.4586,1.25405,0.00518,0.000638115,0.000638115,0.000638115
126,300.258,0.58412,0.39523,0.00477,0.67727,0.54577,0.63091,0.42061,1.47809,1.42691,0.00528,0.000633115,0.000633115,0.000633115
127,302.678,0.57575,0.37298,0.00444,0.63881,0.50406,0.61646,0.40276,1.52851,1.45704,0.0056,0.000628101,0.000628101,0.000628101
128,305.042,0.51154,0.36879,0.00392,0.62926,0.46605,0.59256,0.39032,1.54133,1.46121,0.00569,0.000623074,0.000623074,0.000623074
129,307.403,0.57715,0.3872,0.00392,0.79379,0.43275,0.56848,0.39265,1.54796,1.50282,0.00566,0.000618034,0.000618034,0.000618034
130,309.707,0.58345,0.38921,0.00414,0.68492,0.46173,0.57543,0.40482,1.53096,1.41455,0.00554,0.000612981,0.000612981,0.000612981
131,312.176,0.55952,0.37737,0.0039,0.74451,0.46482,0.58015,0.41158,1.52238,1.38291,0.00536,0.000607916,0.000607916,0.000607916
132,314.45,0.56355,0.37051,0.00378,0.75807,0.47451,0.58628,0.41622,1.51505,1.32846,0.00527,0.00060284,0.00060284,0.00060284
133,316.925,0.56248,0.39335,0.00398,0.65207,0.4856,0.57461,0.41817,1.48498,1.32594,0.00516,0.000597754,0.000597754,0.000597754
134,319.295,0.56929,0.38117,0.00439,0.61883,0.49064,0.57738,0.4092,1.48939,1.33676,0.00528,0.000592657,0.000592657,0.000592657
135,321.69,0.56213,0.35045,0.00414,0.87452,0.44929,0.61015,0.41901,1.49769,1.32743,0.0054,0.000587551,0.000587551,0.000587551
136,324.042,0.56305,0.38597,0.00415,0.8396,0.44804,0.60386,0.4046,1.48539,1.36133,0.00529,0.000582435,0.000582435,0.000582435
137,326.469,0.56947,0.37554,0.00408,0.63049,0.488,0.58612,0.40769,1.45556,1.39924,0.00517,0.000577311,0.000577311,0.000577311
138,328.878,0.55831,0.36614,0.00395,0.66213,0.46806,0.57843,0.40482,1.47551,1.4209,0.0053,0.000572179,0.000572179,0.000572179
139,331.252,0.51569,0.33903,0.00374,0.68499,0.4978,0.59544,0.40687,1.51935,1.41817,0.00559,0.00056704,0.00056704,0.00056704
140,333.58,0.56474,0.3779,0.00423,0.75914,0.44443,0.60109,0.40679,1.52178,1.43694,0.00567,0.000561894,0.000561894,0.000561894
141,336.006,0.53014,0.34945,0.00356,0.72922,0.43812,0.63123,0.40336,1.51062,1.44807,0.00561,0.000556742,0.000556742,0.000556742
142,338.341,0.49563,0.33017,0.00348,0.75174,0.47762,0.6198,0.39895,1.49935,1.43429,0.00549,0.000551584,0.000551584,0.000551584
143,340.721,0.5275,0.3577,0.00372,0.7117,0.45767,0.5919,0.39203,1.49982,1.41266,0.00538,0.000546421,0.000546421,0.000546421
144,343.136,0.50165,0.32945,0.00384,0.743,0.44493,0.57118,0.38661,1.48821,1.416,0.00532,0.000541253,0.000541253,0.000541253
145,345.565,0.56407,0.37289,0.00398,0.66803,0.51209,0.58962,0.38686,1.49967,1.43032,0.00538,0.000536081,0.000536081,0.000536081
146,347.933,0.48816,0.3311,0.00423,0.66264,0.50351,0.53246,0.36631,1.54695,1.50343,0.00559,0.000530906,0.000530906,0.000530906
147,350.415,0.44015,0.29042,0.0033,0.68724,0.45154,0.54076,0.35553,1.56427,1.59537,0.00564,0.000525728,0.000525728,0.000525728
148,352.74,0.58379,0.36729,0.00402,0.66818,0.46046,0.53645,0.36312,1.56142,1.58948,0.00559,0.000520548,0.000520548,0.000520548
149,355.157,0.49109,0.30302,0.00364,0.68862,0.50818,0.53981,0.3708,1.54483,1.56206,0.00545,0.000515366,0.000515366,0.000515366
150,357.471,0.51085,0.33764,0.00398,0.69618,0.47937,0.53784,0.34996,1.57697,1.49496,0.00557,0.000510184,0.000510184,0.000510184
151,359.915,0.50113,0.34112,0.0038,0.66514,0.52587,0.52268,0.34226,1.5876,1.44719,0.00567,0.000505,0.000505,0.000505
152,362.529,0.52614,0.37519,0.00402,0.62983,0.54577,0.52211,0.3376,1.60288,1.4075,0.00576,0.000499816,0.000499816,0.000499816
153,365,0.49215,0.32118,0.00386,0.72553,0.47099,0.52934,0.33742,1.56948,1.43588,0.0056,0.000494634,0.000494634,0.000494634
154,367.432,0.50097,0.31938,0.00378,0.71896,0.54864,0.58616,0.36086,1.56434,1.34544,0.00557,0.000489452,0.000489452,0.000489452
155,369.796,0.47123,0.31251,0.0035,0.77072,0.52244,0.59052,0.38226,1.54787,1.32954,0.00556,0.000484272,0.000484272,0.000484272
156,372.209,0.56418,0.36401,0.00428,0.77479,0.52584,0.58417,0.38348,1.53456,1.33903,0.0055,0.000479094,0.000479094,0.000479094
157,374.642,0.51518,0.35051,0.00405,0.73486,0.53234,0.58016,0.38222,1.5466,1.34735,0.00561,0.000473919,0.000473919,0.000473919
158,376.978,0.51804,0.33334,0.00387,0.71476,0.56453,0.59925,0.40771,1.56081,1.32654,0.00568,0.000468747,0.000468747,0.000468747
159,379.365,0.50198,0.31351,0.00391,0.63331,0.5954,0.59527,0.4142,1.49937,1.35836,0.00541,0.000463579,0.000463579,0.000463579
160,381.684,0.53047,0.34297,0.00397,0.71097,0.60708,0.60101,0.41811,1.49621,1.31521,0.0054,0.000458416,0.000458416,0.000458416
161,384.05,0.51838,0.34124,0.00415,0.73992,0.61564,0.64587,0.44641,1.45824,1.29409,0.00512,0.000453258,0.000453258,0.000453258
162,386.502,0.47738,0.31154,0.00354,0.78253,0.60353,0.65638,0.44569,1.45232,1.26862,0.00515,0.000448106,0.000448106,0.000448106
163,388.873,0.53004,0.33025,0.00383,0.75154,0.62297,0.63616,0.44164,1.45852,1.22906,0.00515,0.00044296,0.00044296,0.00044296
164,391.258,0.5,0.32423,0.00403,0.75332,0.6261,0.63927,0.44551,1.45815,1.21817,0.00514,0.000437821,0.000437821,0.000437821
165,393.695,0.48233,0.28881,0.00336,0.72099,0.63945,0.63865,0.44316,1.45185,1.2168,0.00512,0.000432689,0.000432689,0.000432689
166,396.07,0.51745,0.34689,0.00395,0.76305,0.57585,0.62492,0.4298,1.43337,1.21519,0.00498,0.000427565,0.000427565,0.000427565
167,398.432,0.48125,0.30438,0.00371,0.80063,0.53036,0.623,0.42773,1.42684,1.18399,0.00495,0.000422449,0.000422449,0.000422449
168,400.846,0.48691,0.30752,0.00343,0.70746,0.58702,0.61502,0.42522,1.44134,1.18925,0.00501,0.000417343,0.000417343,0.000417343
169,403.204,0.48834,0.31817,0.0035,0.77505,0.55696,0.62302,0.4235,1.48362,1.21756,0.00522,0.000412246,0.000412246,0.000412246
