epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
183,437.634,0.67752,0.39924,0.00492,0.90509,0.37422,0.42331,0.29719,2.02868,1.77688,0.00873,0.00342211,0.00342211,0.00342211
184,440.005,0.64543,0.37821,0.00509,0.85456,0.36848,0.42554,0.29645,2.01989,1.81297,0.00861,0.00337325,0.00337325,0.00337325
185,442.357,0.59252,0.34757,0.00485,0.92407,0.35933,0.43375,0.30259,2.06764,1.91027,0.00882,0.00332457,0.00332457,0.00332457
186,444.698,0.7015,0.47721,0.00573,0.84792,0.35791,0.41529,0.28184,2.10259,1.99948,0.009,0.00327608,0.00327608,0.00327608
187,447.043,0.66789,0.40076,0.00483,0.80687,0.3691,0.4157,0.29647,2.08037,1.97539,0.00893,0.00322778,0.00322778,0.00322778
188,449.412,0.70953,0.4311,0.00566,0.76433,0.37946,0.41591,0.30205,2.0751,1.90492,0.0089,0.00317969,0.00317969,0.00317969
189,451.714,0.66964,0.4023,0.00496,0.76581,0.3759,0.44739,0.30317,2.04093,1.55742,0.00875,0.0031318,0.0031318,0.0031318
190,454.038,0.66287,0.36827,0.00501,0.68324,0.40861,0.44483,0.28166,2.00313,1.42308,0.00859,0.00308412,0.00308412,0.00308412
191,456.353,0.59014,0.32676,0.00469,0.70452,0.41577,0.44593,0.2778,1.9589,1.34601,0.00824,0.00303665,0.00303665,0.00303665
192,458.738,0.66418,0.38157,0.00524,0.6473,0.43715,0.43362,0.27623,1.93433,1.33965,0.00804,0.00298941,0.00298941,0.00298941
193,461.155,0.56877,0.34283,0.005,0.70427,0.42694,0.46891,0.29877,1.88978,1.33214,0.00781,0.00294239,0.00294239,0.00294239
194,463.486,0.62577,0.37008,0.00507,0.74697,0.43018,0.4643,0.28441,1.90546,1.3898,0.00792,0.00289561,0.00289561,0.00289561
195,465.846,0.63332,0.37417,0.00555,0.73671,0.42283,0.45651,0.29074,1.91538,1.40126,0.00792,0.00284906,0.00284906,0.00284906
196,468.168,0.69825,0.41925,0.0061,0.72919,0.42168,0.46862,0.29494,1.89878,1.4107,0.00782,0.00280275,0.00280275,0.00280275
197,470.502,0.62266,0.36571,0.00492,0.81756,0.40739,0.45557,0.29919,1.87695,1.47969,0.00764,0.00275668,0.00275668,0.00275668
198,472.93,0.63258,0.37539,0.00497,0.78008,0.42415,0.46269,0.30987,1.86424,1.52172,0.00756,0.00271087,0.00271087,0.00271087
199,475.245,0.58111,0.33811,0.00436,0.79993,0.42179,0.46925,0.30791,1.86191,1.49629,0.00759,0.00266532,0.00266532,0.00266532
200,477.54,0.6183,0.39232,0.00533,0.79887,0.42415,0.47206,0.31206,1.85612,1.46759,0.00749,0.00262003,0.00262003,0.00262003
201,479.891,0.63991,0.36058,0.00515,0.82973,0.41891,0.48648,0.31791,1.86926,1.42666,0.00761,0.002575,0.002575,0.002575
202,482.27,0.64676,0.38036,0.00527,0.89147,0.41567,0.50183,0.32718,1.89264,1.41009,0.00777,0.00253024,0.00253024,0.00253024
203,484.651,0.66703,0.39707,0.00497,0.69635,0.41804,0.52149,0.32423,1.91066,1.42058,0.00774,0.00248577,0.00248577,0.00248577
204,487.059,0.63219,0.38892,0.00553,0.68967,0.43786,0.54378,0.33325,1.93621,1.38603,0.00795,0.00244157,0.00244157,0.00244157
205,489.386,0.6391,0.37101,0.00551,0.72191,0.46273,0.54027,0.32553,1.96543,1.38598,0.00811,0.00239766,0.00239766,0.00239766
206,491.701,0.63393,0.36372,0.00532,0.67759,0.47865,0.52619,0.31908,1.96813,1.44684,0.00812,0.00235404,0.00235404,0.00235404
207,494.046,0.63741,0.34608,0.00541,0.69021,0.44107,0.52858,0.31317,1.98436,1.53304,0.0082,0.00231071,0.00231071,0.00231071
208,496.402,0.63969,0.3734,0.00475,0.58731,0.45703,0.51711,0.30273,1.99124,1.59878,0.00822,0.00226769,0.00226769,0.00226769
209,498.77,0.5803,0.33142,0.00454,0.60695,0.46765,0.5247,0.30783,1.99342,1.6125,0.00821,0.00222497,0.00222497,0.00222497
210,501.078,0.61113,0.35197,0.00501,0.59344,0.51225,0.53876,0.31446,1.95926,1.60582,0.00806,0.00218256,0.00218256,0.00218256
211,503.415,0.6289,0.3685,0.0049,0.7002,0.45144,0.53844,0.32368,1.92646,1.52522,0.00787,0.00214046,0.00214046,0.00214046
212,505.811,0.59991,0.37911,0.00458,0.70412,0.45423,0.54074,0.32224,1.94792,1.45254,0.00798,0.00209869,0.00209869,0.00209869
213,508.271,0.57428,0.32847,0.00487,0.65893,0.46541,0.54401,0.31755,1.96625,1.36965,0.00817,0.00205723,0.00205723,0.00205723
214,510.602,0.60084,0.36135,0.00556,0.54127,0.50666,0.5317,0.32658,1.98322,1.34813,0.00827,0.00201611,0.00201611,0.00201611
215,512.976,0.59634,0.35309,0.00474,0.56321,0.53362,0.51254,0.32265,1.96762,1.34168,0.00813,0.00197532,0.00197532,0.00197532
216,515.331,0.57255,0.34046,0.0043,0.59232,0.51756,0.52006,0.31919,1.95205,1.35868,0.00805,0.00193486,0.00193486,0.00193486
217,517.761,0.5909,0.34948,0.00493,0.8346,0.4018,0.54215,0.31517,1.91174,1.36586,0.00789,0.00189475,0.00189475,0.00189475
218,520.214,0.62348,0.34511,0.00571,0.62935,0.52621,0.60786,0.34274,1.89337,1.31211,0.00777,0.00185498,0.00185498,0.00185498
219,522.576,0.60685,0.37207,0.00487,0.69988,0.55786,0.63202,0.3497,1.90059,1.28691,0.0077,0.00181557,0.00181557,0.00181557
220,524.912,0.58407,0.30816,0.00475,0.70466,0.55888,0.64089,0.34437,1.89759,1.31148,0.00766,0.00177651,0.00177651,0.00177651
221,527.277,0.6937,0.39345,0.00488,0.70224,0.57642,0.64619,0.3512,1.88168,1.28597,0.00762,0.0017378,0.0017378,0.0017378
222,529.657,0.60148,0.37667,0.0049,0.6445,0.52621,0.6239,0.34941,1.87801,1.28055,0.00769,0.00169946,0.00169946,0.00169946
223,532.093,0.60497,0.34542,0.0044,0.65327,0.5716,0.62983,0.34285,1.88367,1.26416,0.00778,0.00166149,0.00166149,0.00166149
224,534.427,0.60131,0.33321,0.0041,0.63856,0.5224,0.62078,0.34018,1.8792,1.30202,0.00773,0.00162389,0.00162389,0.00162389
225,536.741,0.60958,0.3722,0.00542,0.57461,0.52198,0.60039,0.34082,1.88381,1.27457,0.00763,0.00158667,0.00158667,0.00158667
226,539.062,0.65345,0.37829,0.00538,0.85689,0.41298,0.5971,0.3503,1.84466,1.29702,0.00738,0.00154982,0.00154982,0.00154982
227,541.386,0.61808,0.3683,0.0053,0.86107,0.44874,0.61014,0.35815,1.83414,1.31021,0.0073,0.00151336,0.00151336,0.00151336
228,543.721,0.55102,0.31572,0.00432,0.62435,0.62876,0.61597,0.35622,1.83552,1.30809,0.00731,0.00147729,0.00147729,0.00147729
229,546.09,0.57604,0.31944,0.00458,0.65752,0.63601,0.62825,0.365,1.85502,1.32241,0.00748,0.00144161,0.00144161,0.00144161
230,548.771,0.59119,0.35607,0.00436,0.65141,0.5634,0.60358,0.35217,1.86323,1.37511,0.00755,0.00140632,0.00140632,0.00140632
231,551.1,0.5014,0.27323,0.004,0.65133,0.51547,0.5883,0.35495,1.85638,1.44179,0.00745,0.00137143,0.00137143,0.00137143
232,553.444,0.54062,0.29988,0.00417,0.65418,0.51007,0.58997,0.35759,1.86427,1.41938,0.00747,0.00133695,0.00133695,0.00133695
233,555.9,0.56701,0.34131,0.00463,0.64523,0.50207,0.58799,0.35988,1.86969,1.44086,0.00744,0.00130287,0.00130287,0.00130287
234,558.215,0.59817,0.32119,0.0044,0.67372,0.47658,0.59597,0.35391,1.8748,1.44885,0.0074,0.00126921,0.00126921,0.00126921
235,560.527,0.53665,0.34882,0.00396,0.6366,0.50214,0.60242,0.35494,1.88601,1.44731,0.00749,0.00123596,0.00123596,0.00123596
236,562.851,0.58975,0.32553,0.00469,0.63918,0.52068,0.60463,0.35391,1.88505,1.44221,0.00753,0.00120313,0.00120313,0.00120313
237,565.129,0.61388,0.33568,0.00489,0.64435,0.56163,0.61802,0.36298,1.88,1.38996,0.00753,0.00117072,0.00117072,0.00117072
238,567.541,0.56121,0.3002,0.00438,0.79568,0.46815,0.59332,0.36206,1.86381,1.35873,0.00745,0.00113873,0.00113873,0.00113873
239,569.824,0.58857,0.32726,0.00471,0.72836,0.50956,0.59742,0.37021,1.86272,1.32993,0.00741,0.00110718,0.00110718,0.00110718
240,572.116,0.55897,0.31011,0.00446,0.66718,0.54733,0.60864,0.36988,1.85614,1.31055,0.00739,0.00107605,0.00107605,0.00107605
241,574.506,0.55342,0.32312,0.00446,0.65255,0.56227,0.62109,0.37193,1.86232,1.29736,0.00745,0.00104537,0.00104537,0.00104537
242,576.863,0.5503,0.31003,0.0043,0.69472,0.59287,0.64575,0.37525,1.87312,1.32085,0.00755,0.00101512,0.00101512,0.00101512
243,579.213,0.53126,0.30458,0.00407,0.64862,0.55027,0.59971,0.3687,1.88729,1.33183,0.00766,0.000985311,0.000985311,0.000985311
244,581.65,0.5349,0.28904,0.00428,0.65668,0.56444,0.60048,0.36528,1.88173,1.31951,0.00766,0.000955951,0.000955951,0.000955951
245,584.022,0.56606,0.3056,0.00453,0.66092,0.57375,0.59735,0.36174,1.8737,1.32462,0.0076,0.00092704,0.00092704,0.00092704
246,586.328,0.47593,0.26191,0.00393,0.65175,0.53449,0.60103,0.36447,1.85084,1.33502,0.00749,0.000898581,0.000898581,0.000898581
247,588.637,0.56326,0.33592,0.00401,0.68068,0.5648,0.64158,0.37691,1.84908,1.34759,0.00746,0.000870577,0.000870577,0.000870577
248,590.934,0.5277,0.32011,0.00432,0.68101,0.56273,0.64135,0.37649,1.85617,1.34227,0.00748,0.000843031,0.000843031,0.000843031
249,593.31,0.50127,0.2882,0.0038,0.66646,0.53121,0.6397,0.36185,1.85846,1.33524,0.00751,0.000815947,0.000815947,0.000815947
250,595.653,0.52267,0.27883,0.00408,0.60303,0.47765,0.59155,0.35282,1.86373,1.3449,0.00755,0.000789327,0.000789327,0.000789327
251,598.061,0.49543,0.26242,0.00418,0.59005,0.45767,0.59401,0.35084,1.86396,1.32681,0.00752,0.000763174,0.000763174,0.000763174
252,600.404,0.49428,0.2876,0.00376,0.62991,0.48583,0.60192,0.35588,1.8632,1.3354,0.0075,0.000737492,0.000737492,0.000737492
253,602.759,0.54704,0.3259,0.00409,0.63704,0.49187,0.59724,0.34855,1.85074,1.34423,0.00747,0.000712282,0.000712282,0.000712282
254,605.187,0.55318,0.32192,0.00389,0.62819,0.49555,0.58519,0.34555,1.85414,1.31681,0.00745,0.000687548,0.000687548,0.000687548
255,607.527,0.59224,0.36288,0.00493,0.6479,0.54939,0.58918,0.34873,1.85215,1.26368,0.00742,0.000663292,0.000663292,0.000663292
256,609.818,0.57317,0.33667,0.00449,0.59872,0.54018,0.58508,0.35417,1.85562,1.25433,0.00745,0.000639518,0.000639518,0.000639518
257,612.159,0.60343,0.34565,0.0044,0.59051,0.54135,0.58019,0.3597,1.85969,1.24394,0.00747,0.000616227,0.000616227,0.000616227
258,614.427,0.58122,0.32349,0.00459,0.59805,0.58009,0.57815,0.36119,1.85023,1.24981,0.00743,0.000593422,0.000593422,0.000593422
259,616.943,0.5068,0.3276,0.00388,0.58942,0.53271,0.57684,0.35844,1.8608,1.25017,0.0075,0.000571106,0.000571106,0.000571106
260,619.248,0.51184,0.28151,0.00413,0.60952,0.53739,0.57848,0.35457,1.85701,1.25135,0.00748,0.000549281,0.000549281,0.000549281
261,621.662,0.54224,0.29796,0.00375,0.57466,0.53751,0.57413,0.3548,1.84237,1.25068,0.00743,0.00052795,0.00052795,0.00052795
262,624.043,0.48865,0.27395,0.00371,0.76669,0.47443,0.60922,0.35945,1.82375,1.26877,0.00736,0.000507115,0.000507115,0.000507115
263,626.404,0.53519,0.30902,0.00433,0.63865,0.5633,0.61387,0.3611,1.82092,1.26475,0.00732,0.000486777,0.000486777,0.000486777
264,628.844,0.52149,0.26939,0.00382,0.60011,0.53459,0.60989,0.35921,1.81877,1.27302,0.00733,0.000466941,0.000466941,0.000466941
265,631.133,0.54723,0.3203,0.00389,0.56729,0.49613,0.60936,0.3553,1.82341,1.29693,0.00734,0.000447606,0.000447606,0.000447606
266,633.411,0.55102,0.31557,0.00433,0.76245,0.47582,0.60824,0.35687,1.82307,1.29759,0.00732,0.000428777,0.000428777,0.000428777
267,635.707,0.51399,0.2876,0.00408,0.55882,0.49893,0.60151,0.3526,1.83535,1.30814,0.00736,0.000410454,0.000410454,0.000410454
268,638.012,0.49898,0.27731,0.00355,0.55737,0.49893,0.60081,0.35143,1.84131,1.31196,0.0074,0.00039264,0.00039264,0.00039264
269,640.467,0.49342,0.26973,0.00356,0.55888,0.49829,0.59979,0.34983,1.84503,1.32335,0.00741,0.000375337,0.000375337,0.000375337
270,642.824,0.55676,0.34684,0.00433,0.81268,0.41319,0.59884,0.35669,1.83802,1.33871,0.00736,0.000358546,0.000358546,0.000358546
271,645.211,0.52324,0.28954,0.00398,0.57173,0.50259,0.60893,0.35869,1.83484,1.36561,0.00733,0.00034227,0.00034227,0.00034227
272,647.525,0.51295,0.30569,0.00387,0.74073,0.42609,0.59862,0.35553,1.83009,1.35654,0.00734,0.00032651,0.00032651,0.00032651
273,649.862,0.50823,0.28939,0.00367,0.75731,0.42305,0.5955,0.35399,1.83362,1.3708,0.00737,0.000311268,0.000311268,0.000311268
274,652.264,0.50286,0.30372,0.00413,0.75676,0.42384,0.59765,0.35111,1.83149,1.34672,0.00737,0.000296546,0.000296546,0.000296546
275,654.568,0.5008,0.29208,0.00356,0.79703,0.41232,0.55874,0.34456,1.83085,1.34554,0.00738,0.000282345,0.000282345,0.000282345
276,656.902,0.52744,0.32603,0.00446,0.78385,0.41856,0.55962,0.34384,1.83134,1.3437,0.00739,0.000268667,0.000268667,0.000268667
277,659.231,0.51445,0.27472,0.00381,0.83136,0.41298,0.56441,0.34812,1.83411,1.33766,0.0074,0.000255513,0.000255513,0.000255513
278,661.51,0.47698,0.27833,0.00404,0.83163,0.4078,0.56417,0.3505,1.85304,1.31411,0.00748,0.000242885,0.000242885,0.000242885
279,663.991,0.52763,0.32056,0.00389,0.84406,0.40806,0.56334,0.34927,1.85132,1.32265,0.0075,0.000230784,0.000230784,0.000230784
280,666.428,0.56592,0.31881,0.00422,0.83529,0.41298,0.56373,0.34939,1.85701,1.31999,0.00752,0.000219212,0.000219212,0.000219212
281,668.722,0.51321,0.30191,0.00368,0.83516,0.41115,0.57156,0.35201,1.84839,1.33666,0.00745,0.000208169,0.000208169,0.000208169
282,671.056,0.54387,0.3054,0.0042,0.83804,0.41018,0.56287,0.35107,1.84771,1.33597,0.00743,0.000197658,0.000197658,0.000197658
283,673.381,0.54509,0.31681,0.00464,0.82804,0.41018,0.57276,0.35261,1.83911,1.3134,0.00736,0.000187678,0.000187678,0.000187678
284,675.813,0.50507,0.28213,0.00383,0.81397,0.40739,0.57385,0.35639,1.83721,1.31505,0.00735,0.000178232,0.000178232,0.000178232
285,678.126,0.5442,0.31594,0.00404,0.84758,0.4112,0.56913,0.35214,1.83411,1.32376,0.00734,0.00016932,0.00016932,0.00016932
286,680.492,0.50606,0.29343,0.00423,0.84692,0.40739,0.5746,0.35676,1.83656,1.30838,0.00732,0.000160943,0.000160943,0.000160943
287,682.878,0.48429,0.28268,0.00349,0.84946,0.40739,0.57369,0.35418,1.84189,1.30749,0.00738,0.000153102,0.000153102,0.000153102
288,685.243,0.52685,0.29624,0.00414,0.84926,0.40892,0.57439,0.35594,1.83999,1.30192,0.00736,0.000145798,0.000145798,0.000145798
289,687.657,0.48883,0.27043,0.00418,0.59859,0.61317,0.56923,0.35226,1.84771,1.29254,0.00739,0.000139032,0.000139032,0.000139032
290,690.086,0.46381,0.25516,0.00339,0.58539,0.5759,0.5666,0.35028,1.84405,1.33582,0.0074,0.000132805,0.000132805,0.000132805
291,710.637,0.44865,0.23585,0.00415,0.63744,0.61431,0.5749,0.35547,1.84379,1.24877,0.00735,0.000127117,0.000127117,0.000127117
292,712.858,0.46447,0.23358,0.00501,0.66988,0.61228,0.586,0.36064,1.84149,1.20568,0.00732,0.000121968,0.000121968,0.000121968
293,715.124,0.46051,0.21985,0.00398,0.64342,0.6504,0.59084,0.37382,1.82465,1.16983,0.00721,0.00011736,0.00011736,0.00011736
294,717.436,0.43576,0.22762,0.00402,0.66469,0.69123,0.64879,0.38718,1.82237,1.15689,0.00719,0.000113293,0.000113293,0.000113293
295,719.679,0.44923,0.24593,0.00456,0.67563,0.68844,0.64472,0.38405,1.8221,1.15431,0.00719,0.000109768,0.000109768,0.000109768
296,721.878,0.42413,0.22551,0.00415,0.67836,0.68755,0.64423,0.38422,1.81989,1.15629,0.00718,0.000106784,0.000106784,0.000106784
297,724.085,0.43754,0.21291,0.00444,0.70471,0.63727,0.6104,0.37257,1.81937,1.15069,0.00718,0.000104342,0.000104342,0.000104342
298,726.285,0.54553,0.3441,0.00597,0.67565,0.59476,0.56353,0.36179,1.81875,1.15707,0.0072,0.000102443,0.000102443,0.000102443
299,728.604,0.4441,0.23387,0.00461,0.71586,0.58189,0.55995,0.35486,1.81561,1.16478,0.00716,0.000101086,0.000101086,0.000101086
300,730.844,0.46404,0.23841,0.00423,0.71604,0.58219,0.5627,0.35687,1.81834,1.16419,0.00717,0.000100271,0.000100271,0.000100271
